"Date","Price","Open","High","Low","Change %"
"Apr 96","6.420","6.420","6.420","6.420","5.37"
"Mar 96","6.093","6.093","6.093","6.093","6.13"
"Feb 96","5.741","5.741","5.741","5.741","9.64"
"Jan 96","5.236","5.236","5.236","5.236","-2.77"
"Dec 95","5.385","5.385","5.385","5.385","-2.52"
"Nov 95","5.524","5.524","5.524","5.524","-5.02"
"Oct 95","5.816","5.816","5.816","5.816","-3.42"
"Sep 95","6.022","6.022","6.022","6.022","-0.86"
"Aug 95","6.074","6.074","6.074","6.074","-1.30"
"Jul 95","6.154","6.154","6.154","6.154","3.08"
"Jun 95","5.970","5.970","5.970","5.970","-1.47"
"May 95","6.059","6.059","6.059","6.059","-11.87"
"Apr 95","6.875","6.875","6.875","6.875","-2.57"
"Mar 95","7.056","7.056","7.056","7.056","0.09"
"Feb 95","7.050","7.050","7.050","7.050","-6.08"
"Jan 95","7.506","7.506","7.506","7.506","-4.19"
"Dec 94","7.834","7.834","7.834","7.834","0.49"
"Nov 94","7.796","7.796","7.796","7.796","4.06"
"Oct 94","7.492","7.492","7.492","7.492","2.86"
"Sep 94","7.284","7.284","7.284","7.284","6.99"
"Aug 94","6.808","6.808","6.808","6.808","1.11"
"Jul 94","6.733","6.733","6.733","6.733","-3.16"
"Jun 94","6.953","6.953","6.953","6.953","2.78"
"May 94","6.765","6.765","6.765","6.765","1.97"
"Apr 94","6.634","6.634","6.634","6.634","6.50"
"Mar 94","6.229","6.229","6.229","6.229","11.63"
"Feb 94","5.580","5.580","5.580","5.580","11.13"
"Jan 94","5.021","5.021","5.021","5.021","-1.76"
"Dec 93","5.111","5.111","5.111","5.111","-0.97"
"Nov 93","5.161","5.161","5.161","5.161","7.45"
"Oct 93","4.803","4.803","4.803","4.803","0.82"
"Sep 93","4.764","4.764","4.764","4.764","-0.61"
"Aug 93","4.793","4.793","4.793","4.793","-6.79"
"Jul 93","5.142","5.142","5.142","5.142","1.90"
"Jun 93","5.046","5.046","5.046","5.046","-6.05"
"May 93","5.371","5.371","5.371","5.371","5.09"
"Apr 93","5.111","5.111","5.111","5.111","-2.33"
"Mar 93","5.233","5.233","5.233","5.233","0.63"
"Feb 93","5.200","5.200","5.200","5.200","-6.36"
"Jan 93","5.553","5.553","5.553","5.553","-7.45"
"Dec 92","6.000","6.000","6.000","6.000","-3.44"
"Nov 92","6.214","6.214","6.214","6.214","5.45"
"Oct 92","5.893","5.893","5.893","5.893","10.71"
"Sep 92","5.323","5.323","5.323","5.323","-4.57"
"Aug 92","5.578","5.578","5.578","5.578","-4.17"
"Jul 92","5.821","5.821","5.821","5.821","-7.29"
"Jun 92","6.279","6.279","6.279","6.279","-4.94"
"May 92","6.605","6.605","6.605","6.605","-4.02"
"Apr 92","6.882","6.882","6.882","6.882","-0.65"
"Mar 92","6.927","6.927","6.927","6.927","5.53"
"Feb 92","6.564","6.564","6.564","6.564","2.12"
"Jan 92","6.428","6.428","6.428","6.428","8.45"
"Dec 91","5.927","5.927","5.927","5.927","-8.60"
"Nov 91","6.485","6.485","6.485","6.485","-3.68"
"Oct 91","6.733","6.733","6.733","6.733","-2.51"
"Sep 91","6.906","6.906","6.906","6.906","-5.93"
"Aug 91","7.341","7.341","7.341","7.341","-5.30"
"Jul 91","7.752","7.752","7.752","7.752","-1.66"
"Jun 91","7.883","7.883","7.883","7.883","2.36"
"May 91","7.701","7.701","7.701","7.701","1.10"
"Apr 91","7.617","7.617","7.617","7.617","-1.61"
"Mar 91","7.742","7.742","7.742","7.742","0.45"
"Feb 91","7.707","7.707","7.707","7.707","1.22"
"Jan 91","7.614","7.614","7.614","7.614","-0.99"
"Dec 90","7.690","7.690","7.690","7.690","-2.87"
"Nov 90","7.917","7.917","7.917","7.917","-3.63"
"Oct 90","8.215","8.215","8.215","8.215","-4.91"
"Aug 90","8.639","8.639","8.639","8.639","6.51"
"Jul 90","8.111","8.111","8.111","8.111","-2.89"
"Jun 90","8.352","8.352","8.352","8.352","-2.48"
"May 90","8.564","8.564","8.564","8.564","-5.34"
"Apr 90","9.047","9.047","9.047","9.047","5.25"
"Feb 90","8.596","8.596","8.596","8.596","3.21"
"Jan 90","8.329","8.329","8.329","8.329","5.79"
"","","","","",""
"","Highest:9.047","Lowest:0.586","Difference:8.461","Average:4.211","Change %:-77.569"
